a_simFP_BetaRPE_fixef_est_prevAll,a_simFP_BetaRPE_fixef_stdErr_prevAll,a_simCP_BetaRPE_fixef_est_prevAll,a_simCP_BetaRPE_fixef_stdErr_prevAll,a_simHP_BetaRPE_fixef_est_prevAll,a_simHP_BetaRPE_fixef_stdErr_prevAll,a_simRL1_BetaRPE_fixef_est_prevAll,a_simRL1_BetaRPE_fixef_stdErr_prevAll,a_simRL2_BetaRPE_fixef_est_prevAll,a_simRL2_BetaRPE_fixef_stdErr_prevAll,a_simRLH1_BetaRPE_fixef_est_prevAll,a_simRLH1_BetaRPE_fixef_stdErr_prevAll,a_simRLH2_BetaRPE_fixef_est_prevAll,a_simRLH2_BetaRPE_fixef_stdErr_prevAll,a_emp_BetaRPE_fixef_est_prevAll,a_emp_BetaRPE_fixef_stdErr_prevAll,b_simFP_BetaRPE_fixef_est_prev5,b_simFP_BetaRPE_fixef_stdErr_prev5,b_simCP_BetaRPE_fixef_est_prev5,b_simCP_BetaRPE_fixef_stdErr_prev5,b_simHP_BetaRPE_fixef_est_prev5,b_simHP_BetaRPE_fixef_stdErr_prev5,b_simRL1_BetaRPE_fixef_est_prev5,b_simRL1_BetaRPE_fixef_stdErr_prev5,b_simRL2_BetaRPE_fixef_est_prev5,b_simRL2_BetaRPE_fixef_stdErr_prev5,b_simRLH1_BetaRPE_fixef_est_prev5,b_simRLH1_BetaRPE_fixef_stdErr_prev5,b_simRLH2_BetaRPE_fixef_est_prev5,b_simRLH2_BetaRPE_fixef_stdErr_prev5,b_emp_BetaRPE_fixef_est_prev5,b_emp_BetaRPE_fixef_stdErr_prev5
0.0021871574060510113,0.001639531348628309,-4.649377058631139e-4,0.0016380414197876877,-8.590355281255453e-4,0.0016392855865345018,-0.044696897321929684,0.001998589373275981,-0.03566745346294887,0.0018237327265839193,-0.008099277899528013,0.0017513491654910377,-0.014188054558841501,0.0016448734652295268,-0.03212448047517535,0.0021176439537570796,0.002320657906847641,0.001620466755182838,-9.633891706061892e-4,0.0016204698394236491,-0.0014415330260936614,0.001620472901723986,-0.0527696887412381,0.002121285047396474,-0.04325863102605488,0.0019427513948800934,-0.011344128840283492,0.0017988884843335266,-0.016035615801198493,0.0016955640608585611,-0.03023563670030197,0.0021452272376326917
