a_simFP_BetaRPE_fixef_est_prev10,a_simFP_BetaRPE_fixef_stdErr_prev10,a_simCP_BetaRPE_fixef_est_prev10,a_simCP_BetaRPE_fixef_stdErr_prev10,a_simHP_BetaRPE_fixef_est_prev10,a_simHP_BetaRPE_fixef_stdErr_prev10,a_simRL1_BetaRPE_fixef_est_prev10,a_simRL1_BetaRPE_fixef_stdErr_prev10,a_simRL2_BetaRPE_fixef_est_prev10,a_simRL2_BetaRPE_fixef_stdErr_prev10,a_simRLH1_BetaRPE_fixef_est_prev10,a_simRLH1_BetaRPE_fixef_stdErr_prev10,a_simRLH2_BetaRPE_fixef_est_prev10,a_simRLH2_BetaRPE_fixef_stdErr_prev10,a_emp_BetaRPE_fixef_est_prev10,a_emp_BetaRPE_fixef_stdErr_prev10
0.0019452941569912613,0.0016173974479042686,-0.001061629235535585,0.001617399101998822,-0.001174789785972601,0.0016174028700181057,-0.05038928666715337,0.0020112042949121927,-0.041737422128616614,0.0018522253199238917,-0.0108108625157717,0.0017248752888366467,-0.01583349350364348,0.0016407856718252747,-0.03126629091103281,0.002103477632087463
