x_axis_emp_AHI,a_RLH2_habit_weight,b_RLH2_alpha_action,c_RLH2_alpha_P,d_RLH2_alpha_N,e_RLH2_posbias
2.46,0.9997243001525103,0.09998239313770438,0.8707661898738273,0.07036495586799356,0.8004012340058337
3.29,0.998993802347858,0.21526972136027,0.7389955742779906,0.6653153223691992,0.07368025190879135
3,0.9999666170847256,0.06296485186030129,0.5190241240393378,0.6606036980371368,-0.14157957399779897
3,0.24655672788867625,0.05273866698721038,0.0116981198352748,0.02386729491738888,-0.01216917508211408
3.13,0.8607850234427183,0.08490419881521323,0.21613178190723265,0.45913162011611824,-0.2429998382088856
3.67,0.03717671846713004,0.9999976656484876,0.03930068966344859,0.0016053220009064,0.03769536766254219
2.5,0.9726621895728342,0.04277988693600509,0.01624713596286852,0.11908754480846535,-0.10284040884559684
3.46,0.2760367385180121,0.01233716135939234,0.9999997711855636,0.03657034285465752,0.9634294283309061
3.29,0.6680556289699677,0.8232943336297617,0.10553096520873188,0.07401223004996246,0.03151873515876942
2.33,0.7506409107173551,2.7772744277930144e-6,0.00475909406953256,0.13037787003901707,-0.1256187759694845
3.58,0.998542597884106,0.01072573107868081,0.6676494276748672,0.01334339428179034,0.6543060333930769
3.83,0.798177418307978,0.1601992847253943,1.1247828994153552e-5,0.453741263448785,-0.45373001561979087
3.58,0.12128717199472212,0.9025400183672996,0.9996389062466828,0.0066657487640698,0.9929731574826131
3.38,0.8639047369440478,0.21635357876874664,1.5414927318029853e-6,0.0933767112593791,-0.0933751697666473
2.38,0.78595846438546,3.729655282660094e-7,0.9992210666213412,0.05122795858872035,0.9479931080326209
2.96,0.9995106643250188,1.660094130121484e-6,0.3273851930189148,0.1335549784499736,0.19383021456894117
1.79,0.9996611520564356,0.00846064173568498,0.00143120554495417,0.6646357408077852,-0.6632045352628311
3.71,0.824095066211454,4.974226485387619e-5,0.9998446994487008,0.5611218878654662,0.43872281158323456
3.25,0.5533252712935541,0.08680520820156094,6.857917335005397e-5,0.00563030434222271,-0.005561725168872656
3,0.495220439049089,0.2007952248045716,4.096088834430251e-6,0.04925231385089121,-0.04924821776205678
3.46,0.9999981688712176,0.01787161775553866,1.7217606652352882e-10,0.4751434854985179,-0.4751434853263419
3.58,0.9942149149735112,0.17359016609494626,1.926076213264549e-9,0.11814222398562375,-0.11814222205954754
2.33,0.3028467706122686,0.4224561697307817,2.904943462797047e-5,0.06864328033065671,-0.06861423089602874
3.17,0.9911234815180252,0.2313718699061559,4.010355975941778e-9,0.05944151965124119,-0.05944151564088521
2.42,0.7964221375190613,0.05550152977663303,3.4204182068629235e-10,0.00901384057706413,-0.00901384023502231
3.29,0.9853018561653404,0.012856543803304,0.5360442221242939,0.07418354497540422,0.4618606771488897
2.58,0.999964102271585,0.774426023247949,1.7595265115566338e-5,0.17458454602134582,-0.17456695075623024
2.71,0.7239742805070972,0.996038041739459,1.0003623436530608e-5,0.14828517731913782,-0.14827517369570128
2.5,0.9998479106951146,0.08995799919652064,0.3076735617272161,0.7378788966126617,-0.4302053348854456
3.58,0.26531849380492767,0.8635025179846758,0.8206166760793261,0.00881876712590546,0.8117979089534206
3.04,0.33422805033926556,0.7919582772438718,2.4725422103367228e-5,0.08816215219190493,-0.08813742676980156
3.75,0.997777411224518,0.07829736958916104,6.664898260095719e-7,0.10480925698179726,-0.10480859049197125
3,0.986621951156729,0.20011204110751415,0.6661627091445999,0.7179497187482082,-0.05178700960360838
2.88,0.9999389707394232,0.4228968264943287,5.1221299713667136e-5,0.31346484343514225,-0.31341362213542856
2.88,0.9998424780860986,0.08185531597270196,0.9507744673236304,0.1242187909150488,0.8265556764085815
2.08,0.9081126492701096,0.05385739339080817,2.223872111432204e-5,0.02538939392836738,-0.025367155207253057
2.79,0.01425228870416413,0.46674216672378266,1.4597633983585655e-5,0.01346428246072898,-0.013449684826745394
3.04,0.7914689752818556,0.00103615519583727,7.664452429164752e-4,0.0303093271516555,-0.029542881908739025
3.79,0.9998506984928308,2.704676258737865e-7,0.44954319236768175,0.04845614316342652,0.40108704920425525
3.5,0.999984792185364,0.00861103935265111,1.1912805120535317e-7,0.5505672725874391,-0.5505671534593879
3,0.9996973210739336,0.06658068517079652,0.3594064896451166,0.7284380953087373,-0.36903160566362064
2.88,0.95453673498845,0.2440315707222503,0.8772780252406138,0.22736586827134783,0.649912156969266
3.67,0.965237465817674,0.9975162468845812,0.00326227447434348,0.1834824167760936,-0.1802201423017501
3.88,0.35843147039844075,0.18796864525200865,0.17475745186734049,0.12478436824407112,0.04997308362326937
2.46,0.3674692595607087,0.23315600790743465,0.10483226747862572,0.02734012525071291,0.07749214222791281
3.29,0.26044100383584207,0.20334471450260075,0.00187391304873438,0.12595714099598504,-0.12408322794725066
3.83,0.3188755462171416,0.7164054753867476,5.67401021635242e-8,0.01123306649898216,-0.011233009758879996
1.63,0.9982308923264528,0.17305382048414764,7.226545110211654e-6,0.04399899378296146,-0.04399176723785125
2.92,0.5039205128784116,0.06333349936349096,0.9999578925653588,0.16368009897962138,0.8362777935857375
2.46,0.9999818206684384,0.30627993907827766,2.0622090135563205e-5,0.18787953900633145,-0.18785891691619588
2.25,0.9999725527493676,0.21024125902068108,0.8759023136972075,0.986707220783714,-0.11080490708650648
3.25,0.618343217041573,0.33871355570870354,0.9999993749504704,4.080883564377177e-4,0.9995912865940327
2.71,0.9942749607681824,0.387302232348901,0.3685222185746891,0.0508360977637234,0.3176861208109657
3.58,0.9996041185456868,0.8983451034647607,2.8984153427745973e-6,0.2741668030933383,-0.2741639046779955
4.13,0.07044623181938095,0.07867797455763928,0.9636834875669202,0.01711056641601916,0.9465729211509011
3.71,0.9607387967835412,0.1474527829156379,7.550294145156068e-6,0.3028080778158744,-0.3028005275217292
3.71,1.9338163611956724e-4,0.23308152302468663,0.02523803416091842,0.00846118939046069,0.01677684477045773
4.08,0.9996243004978396,0.02099148304774831,9.241094750924844e-6,0.19759016350186648,-0.19758092240711556
4.08,0.9999999982508948,1.6371942645752598e-8,0.45019999039776426,0.3993754921223672,0.050824498275397034
2.17,0.11636995453142952,0.7256609102644651,0.00478150500398116,0.09292298877217849,-0.08814148376819733
3.79,0.06210318433024538,0.00370070318962727,0.05367831514842733,0.0637213642664987,-0.01004304911807137
1.75,0.821870399167987,0.3620122497613603,0.8467747227128191,0.18739943885776952,0.6593752838550495
2.67,0.9996784236890848,0.00699247252716668,0.00697484453475292,0.6671130732466808,-0.6601382287119278
3.29,0.33519653405389177,0.3288450332994803,0.7868600085466302,0.02453602172546742,0.7623239868211628
2.5,0.9999795259648728,0.18280805652205945,1.9323711887079446e-6,0.08627025421002715,-0.08626832183883844
2.29,0.99996172430195,0.9737826757576756,1.3281894727705035e-5,0.02331482745886279,-0.023301545564135086
1.92,0.5489419505330051,0.5056469577074768,0.15682492240934962,0.1053366577274354,0.05148826468191421
2.79,0.1841336780149705,0.6307462027797243,4.2079830141121865e-7,0.00771588552211288,-0.007715464723811469
2.83,0.9995939519947756,0.07119275717457699,7.184938168393574e-4,0.38119003007644847,-0.3804715362596091
